Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A1692,Data Analytics Corse,186,5824,224.48,29,6,,1882.00,11/28/2024,hyderabad,mobile,data analitics online
A1693,Data Analytcis Course,148,5952,186.32,14,4,0.044,1469.00,10/11/2024,hydrebad,MOBILE,data analytics course
A1694,Data Anlytics Corse,181,3691,229.14,25,10,,1375.00,11/6/2024,Hyderbad,mobile,analytics for data
A1695,Data Analytcis Course,110,4350,243.88,16,9,,1157.00,15-11-2024,Hyderbad,TABLET,online data analytic
A1696,Data Analytics Corse,151,5656,191.95,18,7,,1813.00,2/11/2024,hydrebad,MOBILE,data analitics online
A1697,Data Analytcis Course,90,4566,228.82,29,9,0.051,1697.00,11/13/2024,Hyderbad,Desktop,data anaytics training
A1698,Data Anlytics Corse,111,4245,245.76,22,8,0.072,,11/7/2024,Hyderbad,desktop,online data analytic
A1699,DataAnalyticsCourse,170,5053,217.41,16,9,0.031,1497.00,17-11-2024,hyderabad,Mobile,data anaytics training
A1700,DataAnalyticsCourse,112,5093,228.80,23,7,0.062,1188.00,17-11-2024,HYDERABAD,desktop,analytics for data
A1701,Data Anlytics Corse,188,5336,188.73,17,3,0.016,1601.00,11/3/2024,hyderabad,TABLET,online data analytic
A1702,Data Anlytics Corse,85,4963,186.21,14,6,,1747.00,5/11/2024,hyderabad,Mobile,data analytics course
A1703,Data Analytcis Course,94,4544,235.77,23,8,,1342.00,11/5/2024,HYDERABAD,tablet,online data analytic
A1704,Data Analytcis Course,177,4901,217.54,20,10,0.056,1975.00,11/13/2024,hyderabad,Tablet,data analitics online
A1705,DataAnalyticsCourse,150,5275,192.70,14,4,0.027,1170.00,27-11-2024,hydrebad,Tablet,data analitics online
A1706,Data Analytcis Course,88,5225,202.97,22,6,0.068,1128.00,13-11-2024,Hyderbad,tablet,online data analytic
A1707,Data Analytics Corse,128,4857,212.61,14,5,0.039,1538.00,25-11-2024,Hyderbad,DESKTOP,data analitics online
A1708,Data Analytcis Course,163,5310,242.76,26,9,0.055,1793.00,11/12/2024,hyderabad,mobile,learn data analytics
A1709,Data Anlytics Corse,147,5014,193.08,12,8,0.054,1017.00,11/11/2024,HYDERABAD,tablet,online data analytic
A1710,Data Anlytics Corse,191,5855,196.54,29,3,0.016,1085.00,21-11-2024,Hyderbad,Desktop,data analytics course
A1711,DataAnalyticsCourse,,5916,234.46,17,6,0.044,1982.00,11/2/2024,hydrebad,desktop,data analytics course
A1712,Data Analytcis Course,115,3952,229.18,25,4,0.035,1440.00,20-11-2024,HYDERABAD,tablet,online data analytic
A1713,DataAnalyticsCourse,123,4208,212.92,29,6,0.049,1184.00,11/5/2024,Hyderbad,Desktop,learn data analytics
A1714,DataAnalyticsCourse,121,5517,222.14,16,7,,1682.00,11/2/2024,HYDERABAD,tablet,learn data analytics
A1715,Data Analytcis Course,126,5460,210.83,24,10,0.079,1326.00,11/14/2024,hydrebad,TABLET,online data analytic
A1716,Data Analytics Corse,110,3159,197.92,26,10,0.091,1608.00,11/18/2024,hydrebad,MOBILE,data analitics online
A1717,Data Analytics Corse,190,5545,223.96,13,7,0.037,1344.00,11/14/2024,Hyderbad,tablet,analytics for data
A1718,Data Anlytics Corse,148,3668,245.79,15,10,0.068,1718.00,11/25/2024,hyderabad,Desktop,data analytics course
A1719,Data Anlytics Corse,86,5663,231.79,19,10,0.116,1547.00,17-11-2024,HYDERABAD,Mobile,data anaytics training
A1720,Data Analytics Corse,172,3123,216.67,15,,,1759.00,2/11/2024,hydrebad,desktop,online data analytic
A1721,DataAnalyticsCourse,143,5638,229.41,23,4,0.058,1398.00,11/3/2024,Hyderbad,Desktop,online data analytic
A1722,DataAnalyticsCourse,172,4436,232.16,21,7,0.041,1050.00,11/27/2024,hyderabad,Mobile,learn data analytics
A1723,Data Analytcis Course,138,5555,188.55,14,8,0.058,1593.00,24-11-2024,hydrebad,desktop,data anaytics training
A1724,Data Analytcis Course,132,4972,248.45,25,9,,1126.00,11/19/2024,HYDERABAD,TABLET,data analitics online
A1725,Data Analytcis Course,174,3231,,10,7,0.04,1128.00,11/12/2024,hyderabad,Mobile,data analytics course
A1726,Data Analytcis Course,154,3461,235.36,18,4,,1212.00,18-11-2024,hydrebad,Tablet,data analitics online
A1727,Data Analytcis Course,126,3423,236.21,25,9,0.071,1106.00,20-11-2024,HYDERABAD,tablet,data anaytics training
A1728,DataAnalyticsCourse,138,4025,220.96,21,7,0.051,1416.00,11/24/2024,HYDERABAD,tablet,data analitics online
A1729,Data Analytcis Course,193,3800,199.76,27,9,0.047,1393.00,11/17/2024,HYDERABAD,mobile,data analytics course
A1730,DataAnalyticsCourse,156,5293,210.43,26,6,0.038,1449.00,28-11-2024,hydrebad,tablet,data analytics course
A1731,DataAnalyticsCourse,142,3565,180.39,26,5,0.035,1147.00,11/1/2024,hydrebad,tablet,data anaytics training
A1732,Data Analytcis Course,92,4296,239.12,11,10,,1169.00,11/2/2024,hyderabad,TABLET,data anaytics training
A1733,DataAnalyticsCourse,190,3567,249.26,,7,0.057,1517.00,11/26/2024,Hyderbad,Desktop,data analitics online
A1734,Data Analytics Corse,134,4854,198.93,21,8,0.06,1101.00,3/11/2024,hydrebad,DESKTOP,analytics for data
A1735,Data Anlytics Corse,144,,186.47,29,8,0.056,1437.00,29-11-2024,hydrebad,Mobile,data analytics course
A1736,Data Analytics Corse,117,4630,196.66,15,8,,1361.00,17-11-2024,hydrebad,desktop,online data analytic
A1737,Data Analytics Corse,160,3448,210.38,19,7,0.044,1705.00,14-11-2024,Hyderbad,desktop,data analytics course
A1738,Data Analytics Corse,146,5297,198.89,30,8,0.055,2000.00,11/2/2024,Hyderbad,desktop,data anaytics training
A1739,Data Analytcis Course,175,3818,190.89,30,10,0.039,1088.00,11/10/2024,hydrebad,tablet,data analitics online
A1740,Data Analytcis Course,122,4791,223.16,12,4,0.033,1246.00,5/11/2024,Hyderbad,TABLET,learn data analytics
A1741,Data Analytcis Course,85,3713,225.74,23,5,0.047,1867.00,24-11-2024,hydrebad,tablet,data analitics online
A1742,Data Anlytics Corse,167,3634,202.75,30,10,0.06,1503.00,11/23/2024,Hyderbad,desktop,data anaytics training
A1743,Data Anlytics Corse,158,3025,180.50,24,9,,1725.00,26-11-2024,hyderabad,TABLET,data anaytics training
A1744,Data Analytics Corse,176,5868,184.46,,4,0.023,1229.00,11/20/2024,HYDERABAD,desktop,data analytics course
A1745,Data Anlytics Corse,111,3050,208.87,10,7,0.063,1774.00,11/26/2024,HYDERABAD,TABLET,analytics for data
A1746,Data Anlytics Corse,186,5301,,14,9,,1230.00,11/17/2024,hydrebad,desktop,learn data analytics
A1747,DataAnalyticsCourse,177,3042,239.64,26,4,0.023,1646.00,11/20/2024,HYDERABAD,MOBILE,data analytics course
A1748,Data Analytcis Course,150,5272,239.06,13,9,0.06,1232.00,1/11/2024,HYDERABAD,Desktop,online data analytic
A1749,Data Analytics Corse,160,4279,191.56,22,10,0.039,1234.00,12/11/2024,Hyderbad,Mobile,data analytics course
A1750,DataAnalyticsCourse,147,5659,188.07,22,4,0.045,1796.00,25-11-2024,HYDERABAD,MOBILE,analytics for data
A1751,DataAnalyticsCourse,198,4816,224.96,21,4,0.042,1601.00,5/11/2024,hydrebad,MOBILE,online data analytic
A1752,Data Anlytics Corse,145,3874,,10,10,0.069,1153.00,11/30/2024,HYDERABAD,Mobile,data anaytics training
A1753,Data Analytics Corse,94,5221,225.23,17,3,0.036,1209.00,19-11-2024,Hyderbad,Tablet,learn data analytics
A1754,DataAnalyticsCourse,90,5859,187.29,17,5,0.056,1375.00,16-11-2024,Hyderbad,MOBILE,analytics for data
A1755,Data Anlytics Corse,182,5055,232.64,26,8,0.036,1815.00,10/11/2024,HYDERABAD,mobile,data anaytics training
A1756,Data Anlytics Corse,,4373,199.32,16,5,,1150.00,11/2/2024,Hyderbad,desktop,data anaytics training
A1757,DataAnalyticsCourse,,,234.85,11,8,,1398.00,11/4/2024,hyderabad,Desktop,data anaytics training
A1758,Data Analytcis Course,103,3547,232.35,11,8,0.078,1663.00,26-11-2024,Hyderbad,TABLET,learn data analytics
A1759,Data Analytics Corse,148,3128,197.02,27,9,0.061,1214.00,11/12/2024,hyderabad,tablet,data anaytics training
A1760,Data Anlytics Corse,151,5201,198.56,15,10,0.066,1716.00,11/5/2024,hydrebad,tablet,data anaytics training
A1761,Data Analytcis Course,148,5510,210.42,27,4,0.048,1352.00,11/6/2024,hydrebad,MOBILE,learn data analytics
A1762,Data Anlytics Corse,103,5628,195.60,24,8,0.034,1065.00,11/9/2024,HYDERABAD,MOBILE,analytics for data
A1763,Data Analytcis Course,115,5445,183.55,21,7,0.059,1721.00,11/7/2024,HYDERABAD,TABLET,data analytics course
A1764,Data Analytics Corse,160,5936,239.87,29,4,,1320.00,11/24/2024,hyderabad,mobile,analytics for data
A1765,DataAnalyticsCourse,166,5808,194.79,14,8,0.048,1799.00,11/14/2024,HYDERABAD,TABLET,data anaytics training
A1766,Data Analytcis Course,187,3282,234.91,10,7,0.041,1525.00,29-11-2024,Hyderbad,MOBILE,online data analytic
A1767,DataAnalyticsCourse,172,3334,243.12,30,9,0.052,,11/8/2024,hydrebad,Mobile,online data analytic
A1768,DataAnalyticsCourse,172,5546,241.81,24,10,0.058,1681.00,11/3/2024,hyderabad,Desktop,learn data analytics
A1769,Data Analytcis Course,187,5734,187.44,10,8,0.043,1183.00,23-11-2024,HYDERABAD,tablet,analytics for data
A1770,Data Analytics Corse,196,4964,249.47,26,9,0.046,1996.00,11/19/2024,HYDERABAD,Mobile,learn data analytics
A1771,Data Analytcis Course,131,4774,240.53,24,7,0.053,,9/11/2024,Hyderbad,TABLET,data anaytics training
A1772,Data Analytics Corse,103,5244,205.90,22,7,0.032,1954.00,11/16/2024,hyderabad,Mobile,analytics for data
A1773,Data Analytcis Course,114,3064,196.01,23,6,0.053,1348.00,30-11-2024,hydrebad,mobile,learn data analytics
A1774,Data Anlytics Corse,116,3265,199.21,24,10,0.086,1006.00,21-11-2024,Hyderbad,MOBILE,learn data analytics
A1775,Data Anlytics Corse,164,5351,217.90,10,9,0.055,1431.00,11/12/2024,hydrebad,TABLET,online data analytic
A1776,Data Analytics Corse,160,5830,,15,10,0.062,1270.00,26-11-2024,hyderabad,MOBILE,online data analytic
A1777,Data Anlytics Corse,112,4808,221.57,17,7,0.062,1186.00,11/25/2024,hyderabad,Desktop,data analitics online
A1778,DataAnalyticsCourse,87,5506,188.77,11,5,,1774.00,11/22/2024,hydrebad,MOBILE,learn data analytics
A1779,Data Analytcis Course,,4798,198.45,20,10,,1937.00,11/14/2024,Hyderbad,MOBILE,data anaytics training
A1780,Data Anlytics Corse,139,5763,214.49,15,5,0.045,1781.00,11/1/2024,Hyderbad,DESKTOP,data analitics online
A1781,Data Analytcis Course,193,3271,187.76,30,9,0.053,1209.00,11/13/2024,HYDERABAD,Tablet,online data analytic
A1782,DataAnalyticsCourse,151,4402,248.65,21,4,,1722.00,19-11-2024,Hyderbad,desktop,data analitics online
A1783,Data Analytics Corse,90,4281,216.36,24,4,,1768.00,11/4/2024,hyderabad,Mobile,learn data analytics
A1784,DataAnalyticsCourse,169,4480,,11,10,0.059,1769.00,11/28/2024,Hyderbad,TABLET,online data analytic
A1785,DataAnalyticsCourse,197,4373,218.30,18,9,0.059,1988.00,11/14/2024,hydrebad,Desktop,learn data analytics
A1786,Data Analytics Corse,132,,219.44,17,3,0.055,1949.00,11/24/2024,HYDERABAD,Desktop,learn data analytics
A1787,DataAnalyticsCourse,96,5503,243.51,11,6,0.062,1687.00,11/2/2024,hydrebad,Desktop,data analitics online
A1788,DataAnalyticsCourse,160,4154,230.16,15,6,,1667.00,11/16/2024,Hyderbad,MOBILE,online data analytic
A1789,Data Anlytics Corse,162,5161,240.72,16,7,,1649.00,11/15/2024,hyderabad,TABLET,learn data analytics
A1790,Data Anlytics Corse,171,5517,233.86,23,5,0.029,1349.00,24-11-2024,hyderabad,tablet,data analytics course
A1791,Data Analytics Corse,110,4161,204.28,16,10,,1447.00,11/14/2024,Hyderbad,mobile,data analitics online
A1792,Data Analytics Corse,103,5332,243.72,16,3,0.029,1882.00,11/28/2024,hyderabad,desktop,online data analytic
A1793,Data Analytcis Course,167,3620,243.81,24,8,0.053,1001.00,11/5/2024,HYDERABAD,Desktop,data analytics course
A1794,DataAnalyticsCourse,132,4117,239.04,28,3,0.023,1761.00,11/7/2024,Hyderbad,mobile,analytics for data
A1795,Data Anlytics Corse,145,5400,219.89,29,3,,1152.00,20-11-2024,Hyderbad,TABLET,data analytics course
A1796,Data Analytcis Course,140,5220,183.39,25,8,0.057,1918.00,11/11/2024,hydrebad,Desktop,learn data analytics
A1797,Data Anlytics Corse,122,,217.66,25,10,0.053,1799.00,11/26/2024,Hyderbad,TABLET,data analitics online
A1798,Data Analytcis Course,87,4081,180.63,20,4,0.046,1665.00,11/8/2024,HYDERABAD,Tablet,data analitics online
A1799,DataAnalyticsCourse,141,4239,199.82,15,5,0.035,1639.00,11/27/2024,Hyderbad,MOBILE,data anaytics training
A1800,DataAnalyticsCourse,157,3367,248.90,,8,0.051,1470.00,30-11-2024,hydrebad,tablet,data anaytics training
A1801,Data Analytcis Course,95,5721,208.53,16,6,0.063,1863.00,11/5/2024,HYDERABAD,Mobile,data analytics course
A1802,Data Analytics Corse,160,5166,210.21,20,7,0.044,1850.00,11/21/2024,Hyderbad,Desktop,data analytics course
A1803,Data Anlytics Corse,133,5430,217.34,16,6,0.045,1199.00,11/14/2024,HYDERABAD,MOBILE,data analitics online
A1804,Data Analytcis Course,154,3452,215.61,21,7,0.058,1631.00,11/2/2024,hydrebad,mobile,analytics for data
A1805,Data Analytcis Course,188,,220.11,13,4,0.021,1262.00,29-11-2024,hydrebad,TABLET,data analitics online
A1806,Data Anlytics Corse,186,5073,233.58,15,4,,1965.00,11/4/2024,Hyderbad,tablet,online data analytic
A1807,Data Analytcis Course,101,5757,249.33,25,9,0.035,1129.00,11/1/2024,hyderabad,mobile,learn data analytics
A1808,DataAnalyticsCourse,150,3323,227.55,14,4,0.027,1931.00,11/18/2024,Hyderbad,MOBILE,data analytics course
A1809,Data Anlytics Corse,127,5417,229.06,26,8,0.063,1086.00,11/21/2024,hydrebad,TABLET,learn data analytics
A1810,Data Analytcis Course,117,5445,213.90,10,5,0.043,1804.00,19-11-2024,hyderabad,desktop,data analytics course
A1811,Data Anlytics Corse,152,5173,230.47,15,5,0.036,1779.00,11/26/2024,hydrebad,Desktop,learn data analytics
A1812,DataAnalyticsCourse,87,3643,220.76,27,7,,1393.00,11/3/2024,hyderabad,desktop,data analitics online
A1813,Data Anlytics Corse,181,3863,180.12,17,7,0.035,1892.00,11/28/2024,Hyderbad,DESKTOP,data analytics course
A1814,Data Analytics Corse,147,3661,191.67,17,4,0.027,,24-11-2024,Hyderbad,desktop,online data analytic
A1815,Data Analytcis Course,173,5463,232.38,17,5,0.029,1568.00,11/26/2024,hyderabad,Desktop,analytics for data
A1816,Data Analytics Corse,123,3459,211.88,21,4,0.033,1223.00,24-11-2024,HYDERABAD,tablet,learn data analytics
A1817,Data Analytics Corse,162,3906,237.24,13,5,0.033,1062.00,11/10/2024,hydrebad,desktop,data anaytics training
A1818,Data Analytcis Course,135,4645,182.94,12,,,1927.00,11/30/2024,hydrebad,Desktop,online data analytic
A1819,DataAnalyticsCourse,169,3317,232.35,29,3,0.049,1988.00,11/24/2024,hyderabad,Mobile,data anaytics training
A1820,Data Analytcis Course,120,3235,220.67,11,4,,1890.00,11/17/2024,HYDERABAD,mobile,learn data analytics
A1821,Data Analytcis Course,,4823,234.73,30,5,,1361.00,25-11-2024,hyderabad,Mobile,data anaytics training
A1822,Data Anlytics Corse,167,4403,189.36,25,4,0.03,1572.00,6/11/2024,hyderabad,desktop,learn data analytics
A1823,DataAnalyticsCourse,101,3530,184.83,22,5,,1802.00,13-11-2024,hyderabad,Mobile,learn data analytics
A1824,Data Analytcis Course,129,4679,239.21,19,3,0.023,1215.00,11/4/2024,hydrebad,Mobile,data analitics online
A1825,DataAnalyticsCourse,153,5396,233.79,13,8,,1571.00,1/11/2024,hydrebad,mobile,data anaytics training
A1826,Data Analytcis Course,,3976,248.65,16,4,,1160.00,15-11-2024,hyderabad,Mobile,data anaytics training
A1827,Data Analytics Corse,108,5545,209.82,11,8,0.074,1491.00,11/8/2024,HYDERABAD,Mobile,analytics for data
A1828,Data Anlytics Corse,85,4772,211.62,15,10,0.118,1669.00,19-11-2024,Hyderbad,Mobile,learn data analytics
A1829,DataAnalyticsCourse,109,4941,242.54,18,9,0.083,1278.00,11/11/2024,Hyderbad,desktop,data anaytics training
A1830,Data Analytics Corse,119,4369,216.29,16,4,,,11/22/2024,Hyderbad,tablet,learn data analytics
A1831,Data Analytics Corse,143,5526,185.94,15,8,0.056,1712.00,25-11-2024,hyderabad,desktop,analytics for data
A1832,Data Analytics Corse,161,5302,184.29,13,8,0.036,1703.00,30-11-2024,HYDERABAD,tablet,learn data analytics
A1833,DataAnalyticsCourse,146,4424,196.88,20,3,0.021,1757.00,30-11-2024,HYDERABAD,TABLET,online data analytic
A1834,Data Analytcis Course,82,5971,235.52,14,8,0.098,1568.00,6/11/2024,Hyderbad,MOBILE,learn data analytics
A1835,Data Analytcis Course,88,3733,244.35,12,8,0.091,1622.00,11/27/2024,HYDERABAD,Mobile,online data analytic
A1836,Data Analytcis Course,127,4403,244.30,15,7,0.055,1832.00,22-11-2024,hyderabad,Tablet,data analytics course
A1837,Data Analytics Corse,179,5118,189.59,15,6,0.034,1892.00,11/28/2024,HYDERABAD,TABLET,data analytics course
A1838,Data Anlytics Corse,199,4407,240.05,21,9,0.045,1054.00,13-11-2024,HYDERABAD,Desktop,data analitics online
A1839,DataAnalyticsCourse,191,3190,211.10,10,7,0.037,,22-11-2024,hydrebad,tablet,learn data analytics
A1840,Data Analytcis Course,99,4880,245.13,25,8,,1236.00,11/19/2024,Hyderbad,TABLET,data analytics course
A1841,Data Anlytics Corse,122,5774,224.40,23,10,,1330.00,11/14/2024,hydrebad,MOBILE,learn data analytics
A1842,Data Analytics Corse,178,4103,207.23,17,8,0.045,1612.00,11/15/2024,Hyderbad,MOBILE,analytics for data
A1843,Data Analytcis Course,157,4414,240.57,17,9,0.057,1483.00,11/27/2024,HYDERABAD,Desktop,learn data analytics
A1844,Data Analytcis Course,199,5319,216.70,25,9,0.045,,1/11/2024,Hyderbad,desktop,online data analytic
A1845,Data Anlytics Corse,192,3320,208.09,17,3,0.016,1169.00,18-11-2024,Hyderbad,Mobile,data anaytics training
A1846,DataAnalyticsCourse,144,4146,246.10,18,10,0.069,1074.00,15-11-2024,hyderabad,desktop,analytics for data
A1847,Data Anlytics Corse,147,4720,227.60,23,8,,1907.00,11/5/2024,Hyderbad,tablet,online data analytic
A1848,Data Anlytics Corse,121,3557,237.03,16,7,,1255.00,11/25/2024,hyderabad,MOBILE,data analitics online
A1849,Data Analytics Corse,193,5899,227.24,12,9,0.042,1832.00,2/11/2024,HYDERABAD,desktop,analytics for data
A1850,Data Analytcis Course,170,4968,216.78,21,5,0.045,1997.00,11/24/2024,HYDERABAD,Tablet,data analytics course
A1851,Data Analytics Corse,198,5934,199.61,14,6,0.03,,13-11-2024,Hyderbad,TABLET,learn data analytics
A1852,Data Analytcis Course,133,4078,189.42,21,6,0.045,1969.00,21-11-2024,hyderabad,DESKTOP,data analitics online
A1853,DataAnalyticsCourse,82,4163,208.08,30,8,0.098,1297.00,11/4/2024,hyderabad,MOBILE,data analytics course
A1854,Data Analytics Corse,90,4330,249.24,20,4,0.044,1618.00,11/15/2024,HYDERABAD,tablet,data anaytics training
A1855,Data Anlytics Corse,122,5882,189.76,25,7,0.057,1357.00,11/25/2024,hydrebad,Tablet,analytics for data
A1856,DataAnalyticsCourse,105,5645,218.24,17,6,,1420.00,11/2/2024,HYDERABAD,Mobile,online data analytic
A1857,DataAnalyticsCourse,179,3848,213.26,12,5,,1807.00,11/29/2024,hyderabad,desktop,data analytics course
A1858,Data Analytcis Course,91,5609,228.27,12,10,0.11,1098.00,11/11/2024,hydrebad,desktop,analytics for data
A1859,Data Anlytics Corse,168,4390,195.52,22,10,0.06,1553.00,11/4/2024,hyderabad,DESKTOP,data analytics course
A1860,Data Anlytics Corse,162,4774,210.80,20,7,0.043,1387.00,11/29/2024,hydrebad,tablet,analytics for data
A1861,DataAnalyticsCourse,130,5787,218.79,13,10,0.077,1679.00,11/9/2024,hyderabad,MOBILE,online data analytic
A1862,Data Analytics Corse,97,5192,184.79,13,10,,1382.00,11/5/2024,hydrebad,mobile,learn data analytics
A1863,Data Analytics Corse,142,4223,222.28,27,5,0.038,1506.00,11/7/2024,HYDERABAD,desktop,learn data analytics
A1864,Data Analytcis Course,138,3146,197.89,22,7,,,11/8/2024,hydrebad,DESKTOP,learn data analytics
A1865,Data Analytics Corse,186,3988,237.69,15,5,0.027,1603.00,11/14/2024,Hyderbad,TABLET,data analytics course
A1866,Data Analytics Corse,170,3437,232.08,23,5,0.029,1405.00,11/29/2024,hydrebad,mobile,learn data analytics
A1867,Data Analytics Corse,85,3718,224.14,21,6,0.071,1938.00,11/4/2024,hyderabad,Desktop,online data analytic
A1868,Data Analytics Corse,115,5343,239.92,20,8,,1381.00,11/15/2024,hydrebad,desktop,learn data analytics
A1869,Data Analytcis Course,167,5170,241.21,24,4,0.038,1515.00,21-11-2024,hydrebad,mobile,data analytics course
A1870,DataAnalyticsCourse,113,5916,234.58,18,5,0.044,1165.00,11/12/2024,hyderabad,MOBILE,data analytics course
A1871,Data Analytics Corse,175,4958,245.96,22,10,,1777.00,11/21/2024,Hyderbad,Mobile,online data analytic
A1872,DataAnalyticsCourse,112,5538,225.66,22,4,0.041,,11/22/2024,HYDERABAD,desktop,online data analytic
A1873,Data Anlytics Corse,194,5309,191.40,19,10,0.046,1764.00,13-11-2024,Hyderbad,desktop,data anaytics training
A1874,Data Anlytics Corse,,4539,244.40,18,6,,1638.00,11/28/2024,HYDERABAD,Mobile,analytics for data
A1875,DataAnalyticsCourse,82,4622,203.99,17,9,0.11,1375.00,11/12/2024,hydrebad,Mobile,online data analytic
A1876,Data Analytics Corse,,3355,193.57,26,9,,1961.00,11/11/2024,hyderabad,MOBILE,learn data analytics
A1877,DataAnalyticsCourse,179,4992,221.48,27,10,0.037,1062.00,11/6/2024,HYDERABAD,TABLET,learn data analytics
A1878,Data Anlytics Corse,93,3015,232.01,21,4,0.043,1770.00,11/26/2024,hyderabad,Mobile,learn data analytics
A1879,Data Analytcis Course,152,4662,249.13,24,7,0.046,1951.00,11/11/2024,HYDERABAD,Desktop,online data analytic
A1880,Data Analytcis Course,81,3766,213.12,27,7,0.086,1183.00,27-11-2024,hyderabad,desktop,online data analytic
A1881,DataAnalyticsCourse,130,5774,241.97,11,7,0.044,1708.00,11/20/2024,hydrebad,Desktop,data analytics course
A1882,Data Analytcis Course,110,4542,227.95,20,4,0.036,1423.00,11/11/2024,Hyderbad,desktop,data anaytics training
A1883,Data Analytics Corse,122,5179,,11,4,0.033,1507.00,11/18/2024,hyderabad,tablet,analytics for data
A1884,Data Analytcis Course,113,5265,184.21,27,5,0.044,1353.00,20-11-2024,Hyderbad,tablet,data analitics online
A1885,Data Anlytics Corse,140,5297,223.90,28,6,0.043,1630.00,11/21/2024,hyderabad,mobile,data analytics course
A1886,Data Analytics Corse,170,3347,248.44,27,3,,1719.00,11/20/2024,hyderabad,desktop,learn data analytics
A1887,Data Analytcis Course,176,5960,245.33,19,8,0.045,1761.00,11/25/2024,hydrebad,TABLET,analytics for data
A1888,Data Analytics Corse,,5143,246.30,19,5,,1346.00,5/11/2024,hyderabad,mobile,data anaytics training
A1889,Data Analytcis Course,195,5265,242.00,10,4,0.054,1699.00,11/8/2024,hyderabad,tablet,online data analytic
A1890,Data Anlytics Corse,162,4396,183.96,18,4,0.043,1054.00,11/18/2024,hyderabad,tablet,data analitics online
A1891,Data Analytics Corse,138,4381,191.55,28,7,,1756.00,11/1/2024,hydrebad,Tablet,data anaytics training
A1892,Data Anlytics Corse,177,3965,225.82,15,4,0.023,1530.00,22-11-2024,hydrebad,mobile,online data analytic
A1893,DataAnalyticsCourse,159,3366,217.27,21,7,0.044,1515.00,11/17/2024,HYDERABAD,TABLET,online data analytic
A1894,Data Anlytics Corse,111,4026,229.01,13,3,,1438.00,11/1/2024,hydrebad,Desktop,learn data analytics
A1895,DataAnalyticsCourse,184,5560,189.14,14,6,,1250.00,11/17/2024,HYDERABAD,tablet,data analitics online
A1896,Data Anlytics Corse,128,4500,188.21,10,3,,1087.00,11/14/2024,hydrebad,Desktop,online data analytic
A1897,Data Anlytics Corse,164,3851,219.15,22,6,0.049,1487.00,11/9/2024,hyderabad,MOBILE,learn data analytics
A1898,Data Analytcis Course,120,3464,228.30,19,4,0.058,1426.00,22-11-2024,hydrebad,TABLET,online data analytic
A1899,Data Anlytics Corse,89,3248,239.42,10,4,,,11/11/2024,hydrebad,MOBILE,learn data analytics
A1900,Data Analytics Corse,91,3721,231.45,24,6,0.06,,11/14/2024,hyderabad,tablet,online data analytic
A1901,DataAnalyticsCourse,143,4143,191.68,20,5,0.035,1460.00,11/30/2024,hydrebad,tablet,analytics for data
A1902,Data Anlytics Corse,176,5768,238.94,14,8,0.045,1016.00,11/2/2024,Hyderbad,TABLET,data analitics online
A1903,Data Analytics Corse,151,4408,214.29,20,5,0.033,1900.00,21-11-2024,hyderabad,Desktop,data analytics course
A1904,Data Analytcis Course,134,3623,221.65,19,5,0.047,1937.00,11/24/2024,hyderabad,Desktop,data analitics online
A1905,DataAnalyticsCourse,191,3057,223.28,27,6,0.031,1208.00,11/3/2024,Hyderbad,DESKTOP,data analitics online
A1906,Data Anlytics Corse,170,3144,,21,3,0.031,1695.00,11/5/2024,hyderabad,desktop,data analitics online
A1907,Data Analytics Corse,112,3989,228.74,10,8,,1812.00,13-11-2024,hydrebad,MOBILE,analytics for data
A1908,Data Analytcis Course,169,3619,246.66,28,3,0.018,1354.00,11/25/2024,hydrebad,desktop,online data analytic
A1909,Data Anlytics Corse,172,4696,242.17,26,3,0.017,1719.00,11/6/2024,hydrebad,desktop,data analytics course
A1910,Data Analytcis Course,162,5684,219.08,30,7,,1295.00,11/26/2024,hydrebad,Desktop,data analytics course
A1911,Data Analytics Corse,183,4197,243.19,29,8,,1593.00,11/9/2024,HYDERABAD,mobile,data anaytics training
A1912,Data Anlytics Corse,108,5949,184.25,23,8,0.074,1986.00,11/23/2024,hyderabad,DESKTOP,data anaytics training
A1913,Data Analytics Corse,126,3784,,24,5,,1951.00,28-11-2024,Hyderbad,MOBILE,analytics for data
A1914,Data Analytcis Course,174,3570,222.65,25,3,0.017,,11/19/2024,hydrebad,tablet,learn data analytics
A1915,DataAnalyticsCourse,122,4632,236.57,13,6,,1001.00,11/15/2024,hyderabad,DESKTOP,data analytics course
A1916,Data Anlytics Corse,191,3457,237.60,,10,0.052,,11/5/2024,HYDERABAD,Desktop,data analytics course
A1917,DataAnalyticsCourse,122,4525,202.89,23,8,0.034,1499.00,22-11-2024,hyderabad,TABLET,data anaytics training
A1918,DataAnalyticsCourse,175,4850,186.25,28,10,0.057,1978.00,11/18/2024,hyderabad,desktop,analytics for data
A1919,Data Anlytics Corse,123,4938,180.64,24,9,0.073,1746.00,21-11-2024,hydrebad,TABLET,data analytics course
A1920,Data Analytics Corse,135,5748,239.22,20,7,0.051,1222.00,11/21/2024,hydrebad,tablet,analytics for data
A1921,Data Analytcis Course,,4622,187.85,24,5,,1998.00,11/11/2024,Hyderbad,tablet,analytics for data
